,Jacard Benzerliği
"('Ernie Macmillan', 'Eddie Carmichael')",0.0
"('Ernie Macmillan', 'Eleanor Branstone')",0.0
"('Ernie Macmillan', 'Euan Abercrombie')",0.0
"('Ernie Macmillan', 'Fred Weasley')",0.058823529411764705
"('Ernie Macmillan', 'George Weasley')",0.058823529411764705
"('Ernie Macmillan', 'Ginny Weasley')",0.06666666666666667
"('Ernie Macmillan', 'Graham Pritchard')",0.0
"('Ernie Macmillan', 'Gregory Goyle')",0.0
"('Ernie Macmillan', 'Hannah Abbott')",1.0
"('Ernie Macmillan', 'Harry James Potter')",0.125
"('Ernie Macmillan', 'Hermione Granger')",0.047619047619047616
"('Ernie Macmillan', 'Jimmy Peakes')",0.0
"('Ernie Macmillan', 'Justin Finch-Fletchley')",1.0
"('Ernie Macmillan', 'Katie Bell')",0.07692307692307693
"('Ernie Macmillan', 'Kevin Whitby')",0.0
"('Ernie Macmillan', 'Lavender Brown')",0.0
"('Ernie Macmillan', 'Leanne')",0.0
"('Ernie Macmillan', 'Lee Jordan')",0.09090909090909091
"('Ernie Macmillan', 'Lucian Bole')",0.0
"('Ernie Macmillan', 'Luna Lovegood')",0.08333333333333333
"('Ernie Macmillan', 'Malcolm Baddock')",0.0
"('Ernie Macmillan', 'Mandy Brocklehurst')",0.0
"('Ernie Macmillan', 'Marcus Belby')",0.0
"('Ernie Macmillan', 'Marcus Flint')",0.0
"('Ernie Macmillan', 'Michael Corner')",0.0
"('Ernie Macmillan', 'Miles Bletchley')",0.0
"('Ernie Macmillan', 'Millicent Bulstrode')",0.0
"('Ernie Macmillan', 'Natalie McDonald')",0.0
"('Ernie Macmillan', 'Neville Longbottom')",0.07142857142857142
"('Ernie Macmillan', 'Oliver Wood')",0.07142857142857142
"('Ernie Macmillan', 'Orla Quirke')",0.0
"('Ernie Macmillan', 'Owen Cauldwell')",0.0
"('Ernie Macmillan', 'Padma Patil')",0.14285714285714285
"('Ernie Macmillan', 'Pansy Parkinson')",0.0
"('Ernie Macmillan', 'Parvati Patil')",0.0
"('Ernie Macmillan', 'Penelope Clearwater')",0.0
"('Ernie Macmillan', 'Percy Weasley')",0.1
"('Ernie Macmillan', 'Peregrine Derrick')",0.0
"('Ernie Macmillan', 'Roger Davies')",0.0
"('Ernie Macmillan', 'Romilda Vane')",0.0
"('Ernie Macmillan', 'Ronald Weasley')",0.047619047619047616
"('Ernie Macmillan', 'Rose Zeller')",0.0
"('Ernie Macmillan', 'Seamus Finnigan')",0.07142857142857142
"('Ernie Macmillan', 'Stewart Ackerley')",0.0
"('Ernie Macmillan', 'Susan Bones')",1.0
"('Ernie Macmillan', 'Terry Boot')",0.875
"('Ernie Macmillan', 'Theodore Nott')",0.0
"('Ernie Macmillan', 'Vincent Crabbe')",0.0
"('Ernie Macmillan', 'Zacharias Smith')",0.0
"('Euan Abercrombie', 'Adrian Pucey')",0.0
"('Euan Abercrombie', 'Alicia Spinnet')",0.0
"('Euan Abercrombie', 'Angelina Johnson')",0.0
"('Euan Abercrombie', 'Anthony Goldstein')",0.0
"('Euan Abercrombie', 'Blaise Zabini')",0.0
"('Euan Abercrombie', 'C. Warrington')",0.0
"('Euan Abercrombie', 'Cedric Diggory')",0.0
"('Euan Abercrombie', 'Cho Chang')",0.0
"('Euan Abercrombie', 'Colin Creevey')",0.0
"('Euan Abercrombie', 'Cormac McLaggen')",0.0
"('Euan Abercrombie', 'Dean Thomas')",0.0
"('Euan Abercrombie', 'Demelza Robins')",0.0
"('Euan Abercrombie', 'Dennis Creevey')",0.0
"('Euan Abercrombie', 'Draco Malfoy')",0.0
"('Euan Abercrombie', 'Eddie Carmichael')",0.0
"('Euan Abercrombie', 'Eleanor Branstone')",0.0
"('Euan Abercrombie', 'Ernie Macmillan')",0.0
"('Euan Abercrombie', 'Fred Weasley')",0.0
"('Euan Abercrombie', 'George Weasley')",0.0
"('Euan Abercrombie', 'Ginny Weasley')",0.0
"('Euan Abercrombie', 'Graham Pritchard')",0.0
"('Euan Abercrombie', 'Gregory Goyle')",0.0
"('Euan Abercrombie', 'Hannah Abbott')",0.0
"('Euan Abercrombie', 'Harry James Potter')",0.0
"('Euan Abercrombie', 'Hermione Granger')",0.0
"('Euan Abercrombie', 'Jimmy Peakes')",0.0
"('Euan Abercrombie', 'Justin Finch-Fletchley')",0.0
"('Euan Abercrombie', 'Katie Bell')",0.0
"('Euan Abercrombie', 'Kevin Whitby')",0.0
"('Euan Abercrombie', 'Lavender Brown')",0.0
"('Euan Abercrombie', 'Leanne')",0.0
"('Euan Abercrombie', 'Lee Jordan')",0.0
"('Euan Abercrombie', 'Lucian Bole')",0.0
"('Euan Abercrombie', 'Luna Lovegood')",0.0
"('Euan Abercrombie', 'Malcolm Baddock')",0.0
"('Euan Abercrombie', 'Mandy Brocklehurst')",0.0
"('Euan Abercrombie', 'Marcus Belby')",0.0
"('Euan Abercrombie', 'Marcus Flint')",0.0
"('Euan Abercrombie', 'Michael Corner')",0.0
"('Euan Abercrombie', 'Miles Bletchley')",0.0
"('Euan Abercrombie', 'Millicent Bulstrode')",0.0
"('Euan Abercrombie', 'Natalie McDonald')",0.0
"('Euan Abercrombie', 'Neville Longbottom')",0.0
"('Euan Abercrombie', 'Oliver Wood')",0.0
"('Euan Abercrombie', 'Orla Quirke')",0.0
"('Euan Abercrombie', 'Owen Cauldwell')",0.0
"('Euan Abercrombie', 'Padma Patil')",0.0
"('Euan Abercrombie', 'Pansy Parkinson')",0.0
"('Euan Abercrombie', 'Parvati Patil')",0.0
"('Euan Abercrombie', 'Penelope Clearwater')",0.0
"('Euan Abercrombie', 'Percy Weasley')",0.0
"('Euan Abercrombie', 'Peregrine Derrick')",0.0
"('Euan Abercrombie', 'Roger Davies')",0.0
"('Euan Abercrombie', 'Romilda Vane')",0.0
"('Euan Abercrombie', 'Ronald Weasley')",0.0
"('Euan Abercrombie', 'Rose Zeller')",0.0
"('Euan Abercrombie', 'Seamus Finnigan')",0.0
"('Euan Abercrombie', 'Stewart Ackerley')",0.0
"('Euan Abercrombie', 'Susan Bones')",0.0
"('Euan Abercrombie', 'Terry Boot')",0.0
"('Euan Abercrombie', 'Theodore Nott')",0.0
"('Euan Abercrombie', 'Vincent Crabbe')",0.0
"('Euan Abercrombie', 'Zacharias Smith')",0.0
"('Fred Weasley', 'Adrian Pucey')",0.0
"('Fred Weasley', 'Alicia Spinnet')",0.8181818181818182
"('Fred Weasley', 'Angelina Johnson')",0.8181818181818182
"('Fred Weasley', 'Anthony Goldstein')",0.058823529411764705
"('Fred Weasley', 'Blaise Zabini')",0.0
"('Fred Weasley', 'C. Warrington')",0.0
"('Fred Weasley', 'Cedric Diggory')",0.07692307692307693
"('Fred Weasley', 'Cho Chang')",0.08333333333333333
"('Fred Weasley', 'Colin Creevey')",0.07692307692307693
"('Fred Weasley', 'Cormac McLaggen')",0.0
"('Fred Weasley', 'Dean Thomas')",0.1875
"('Fred Weasley', 'Demelza Robins')",0.0
"('Fred Weasley', 'Dennis Creevey')",0.07692307692307693
"('Fred Weasley', 'Draco Malfoy')",0.0
"('Fred Weasley', 'Eddie Carmichael')",0.0
"('Fred Weasley', 'Eleanor Branstone')",0.0
"('Fred Weasley', 'Ernie Macmillan')",0.058823529411764705
"('Fred Weasley', 'Euan Abercrombie')",0.0
"('Fred Weasley', 'George Weasley')",1.0
"('Fred Weasley', 'Ginny Weasley')",0.42857142857142855
"('Fred Weasley', 'Graham Pritchard')",0.0
"('Fred Weasley', 'Gregory Goyle')",0.0
"('Fred Weasley', 'Hannah Abbott')",0.058823529411764705
"('Fred Weasley', 'Harry James Potter')",0.47619047619047616
"('Fred Weasley', 'Hermione Granger')",0.625
"('Fred Weasley', 'Jimmy Peakes')",0.0
"('Fred Weasley', 'Justin Finch-Fletchley')",0.058823529411764705
"('Fred Weasley', 'Katie Bell')",0.6363636363636364
"('Fred Weasley', 'Kevin Whitby')",0.0
"('Fred Weasley', 'Lavender Brown')",0.08333333333333333
"('Fred Weasley', 'Leanne')",0.08333333333333333
"('Fred Weasley', 'Lee Jordan')",0.45454545454545453
"('Fred Weasley', 'Lucian Bole')",0.0
"('Fred Weasley', 'Luna Lovegood')",0.3076923076923077
"('Fred Weasley', 'Malcolm Baddock')",0.0
"('Fred Weasley', 'Mandy Brocklehurst')",0.0
"('Fred Weasley', 'Marcus Belby')",0.0
"('Fred Weasley', 'Marcus Flint')",0.0
"('Fred Weasley', 'Michael Corner')",0.0
"('Fred Weasley', 'Miles Bletchley')",0.0
"('Fred Weasley', 'Millicent Bulstrode')",0.0
"('Fred Weasley', 'Natalie McDonald')",0.0
"('Fred Weasley', 'Neville Longbottom')",0.26666666666666666
"('Fred Weasley', 'Oliver Wood')",0.7272727272727273
"('Fred Weasley', 'Orla Quirke')",0.0
"('Fred Weasley', 'Owen Cauldwell')",0.0
"('Fred Weasley', 'Padma Patil')",0.09090909090909091
"('Fred Weasley', 'Pansy Parkinson')",0.0
"('Fred Weasley', 'Parvati Patil')",0.0
"('Fred Weasley', 'Penelope Clearwater')",0.0
"('Fred Weasley', 'Percy Weasley')",0.25
"('Fred Weasley', 'Peregrine Derrick')",0.0
"('Fred Weasley', 'Roger Davies')",0.0
"('Fred Weasley', 'Romilda Vane')",0.0
"('Fred Weasley', 'Ronald Weasley')",0.5294117647058824
"('Fred Weasley', 'Rose Zeller')",0.0
"('Fred Weasley', 'Seamus Finnigan')",0.1875
"('Fred Weasley', 'Stewart Ackerley')",0.0
"('Fred Weasley', 'Susan Bones')",0.058823529411764705
"('Fred Weasley', 'Terry Boot')",0.11764705882352941
"('Fred Weasley', 'Theodore Nott')",0.0
"('Fred Weasley', 'Vincent Crabbe')",0.0
"('Fred Weasley', 'Zacharias Smith')",0.0
"('George Weasley', 'Adrian Pucey')",0.0
"('George Weasley', 'Alicia Spinnet')",0.8181818181818182
"('George Weasley', 'Angelina Johnson')",0.8181818181818182
"('George Weasley', 'Anthony Goldstein')",0.058823529411764705
"('George Weasley', 'Blaise Zabini')",0.0
"('George Weasley', 'C. Warrington')",0.0
"('George Weasley', 'Cedric Diggory')",0.07692307692307693
"('George Weasley', 'Cho Chang')",0.08333333333333333
"('George Weasley', 'Colin Creevey')",0.07692307692307693
"('George Weasley', 'Cormac McLaggen')",0.0
"('George Weasley', 'Dean Thomas')",0.1875
"('George Weasley', 'Demelza Robins')",0.0
"('George Weasley', 'Dennis Creevey')",0.07692307692307693
"('George Weasley', 'Draco Malfoy')",0.0
"('George Weasley', 'Eddie Carmichael')",0.0
"('George Weasley', 'Eleanor Branstone')",0.0
"('George Weasley', 'Ernie Macmillan')",0.058823529411764705
"('George Weasley', 'Euan Abercrombie')",0.0
"('George Weasley', 'Fred Weasley')",1.0
"('George Weasley', 'Ginny Weasley')",0.42857142857142855
"('George Weasley', 'Graham Pritchard')",0.0
"('George Weasley', 'Gregory Goyle')",0.0
"('George Weasley', 'Hannah Abbott')",0.058823529411764705
"('George Weasley', 'Harry James Potter')",0.47619047619047616
"('George Weasley', 'Hermione Granger')",0.625
"('George Weasley', 'Jimmy Peakes')",0.0
"('George Weasley', 'Justin Finch-Fletchley')",0.058823529411764705
"('George Weasley', 'Katie Bell')",0.6363636363636364
"('George Weasley', 'Kevin Whitby')",0.0
"('George Weasley', 'Lavender Brown')",0.08333333333333333
"('George Weasley', 'Leanne')",0.08333333333333333
"('George Weasley', 'Lee Jordan')",0.45454545454545453
"('George Weasley', 'Lucian Bole')",0.0
"('George Weasley', 'Luna Lovegood')",0.3076923076923077
"('George Weasley', 'Malcolm Baddock')",0.0
"('George Weasley', 'Mandy Brocklehurst')",0.0
"('George Weasley', 'Marcus Belby')",0.0
"('George Weasley', 'Marcus Flint')",0.0
"('George Weasley', 'Michael Corner')",0.0
"('George Weasley', 'Miles Bletchley')",0.0
"('George Weasley', 'Millicent Bulstrode')",0.0
"('George Weasley', 'Natalie McDonald')",0.0
"('George Weasley', 'Neville Longbottom')",0.26666666666666666
"('George Weasley', 'Oliver Wood')",0.7272727272727273
"('George Weasley', 'Orla Quirke')",0.0
"('George Weasley', 'Owen Cauldwell')",0.0
"('George Weasley', 'Padma Patil')",0.09090909090909091
"('George Weasley', 'Pansy Parkinson')",0.0
"('George Weasley', 'Parvati Patil')",0.0
"('George Weasley', 'Penelope Clearwater')",0.0
"('George Weasley', 'Percy Weasley')",0.25
"('George Weasley', 'Peregrine Derrick')",0.0
"('George Weasley', 'Roger Davies')",0.0
"('George Weasley', 'Romilda Vane')",0.0
"('George Weasley', 'Ronald Weasley')",0.5294117647058824
"('George Weasley', 'Rose Zeller')",0.0
"('George Weasley', 'Seamus Finnigan')",0.1875
"('George Weasley', 'Stewart Ackerley')",0.0
"('George Weasley', 'Susan Bones')",0.058823529411764705
"('George Weasley', 'Terry Boot')",0.11764705882352941
"('George Weasley', 'Theodore Nott')",0.0
"('George Weasley', 'Vincent Crabbe')",0.0
"('George Weasley', 'Zacharias Smith')",0.0
"('Ginny Weasley', 'Adrian Pucey')",0.0
"('Ginny Weasley', 'Alicia Spinnet')",0.38461538461538464
"('Ginny Weasley', 'Angelina Johnson')",0.38461538461538464
"('Ginny Weasley', 'Anthony Goldstein')",0.06666666666666667
"('Ginny Weasley', 'Blaise Zabini')",0.0
"('Ginny Weasley', 'C. Warrington')",0.0
"('Ginny Weasley', 'Cedric Diggory')",0.09090909090909091
"('Ginny Weasley', 'Cho Chang')",0.1
"('Ginny Weasley', 'Colin Creevey')",0.09090909090909091
"('Ginny Weasley', 'Cormac McLaggen')",0.0
"('Ginny Weasley', 'Dean Thomas')",0.3076923076923077
"('Ginny Weasley', 'Demelza Robins')",0.1111111111111111
"('Ginny Weasley', 'Dennis Creevey')",0.09090909090909091
"('Ginny Weasley', 'Draco Malfoy')",0.0
"('Ginny Weasley', 'Eddie Carmichael')",0.0
"('Ginny Weasley', 'Eleanor Branstone')",0.0
"('Ginny Weasley', 'Ernie Macmillan')",0.06666666666666667
"('Ginny Weasley', 'Euan Abercrombie')",0.0
"('Ginny Weasley', 'Fred Weasley')",0.42857142857142855
"('Ginny Weasley', 'George Weasley')",0.42857142857142855
"('Ginny Weasley', 'Graham Pritchard')",0.0
"('Ginny Weasley', 'Gregory Goyle')",0.0
"('Ginny Weasley', 'Hannah Abbott')",0.06666666666666667
"('Ginny Weasley', 'Harry James Potter')",0.45
"('Ginny Weasley', 'Hermione Granger')",0.5
"('Ginny Weasley', 'Jimmy Peakes')",0.1
"('Ginny Weasley', 'Justin Finch-Fletchley')",0.06666666666666667
"('Ginny Weasley', 'Katie Bell')",0.23076923076923078
"('Ginny Weasley', 'Kevin Whitby')",0.0
"('Ginny Weasley', 'Lavender Brown')",0.1
"('Ginny Weasley', 'Leanne')",0.0
"('Ginny Weasley', 'Lee Jordan')",0.4
"('Ginny Weasley', 'Lucian Bole')",0.0
"('Ginny Weasley', 'Luna Lovegood')",0.6666666666666666
"('Ginny Weasley', 'Malcolm Baddock')",0.0
"('Ginny Weasley', 'Mandy Brocklehurst')",0.0
"('Ginny Weasley', 'Marcus Belby')",0.0
"('Ginny Weasley', 'Marcus Flint')",0.0
"('Ginny Weasley', 'Michael Corner')",0.0
"('Ginny Weasley', 'Miles Bletchley')",0.0
"('Ginny Weasley', 'Millicent Bulstrode')",0.0
"('Ginny Weasley', 'Natalie McDonald')",0.0
"('Ginny Weasley', 'Neville Longbottom')",0.5454545454545454
"('Ginny Weasley', 'Oliver Wood')",0.3076923076923077
"('Ginny Weasley', 'Orla Quirke')",0.0
"('Ginny Weasley', 'Owen Cauldwell')",0.0
"('Ginny Weasley', 'Padma Patil')",0.1111111111111111
"('Ginny Weasley', 'Pansy Parkinson')",0.0
"('Ginny Weasley', 'Parvati Patil')",0.07692307692307693
"('Ginny Weasley', 'Penelope Clearwater')",0.0
"('Ginny Weasley', 'Percy Weasley')",0.3
"('Ginny Weasley', 'Peregrine Derrick')",0.0
"('Ginny Weasley', 'Roger Davies')",0.0
"('Ginny Weasley', 'Romilda Vane')",0.0
"('Ginny Weasley', 'Ronald Weasley')",0.5
"('Ginny Weasley', 'Rose Zeller')",0.0
"('Ginny Weasley', 'Seamus Finnigan')",0.3076923076923077
"('Ginny Weasley', 'Stewart Ackerley')",0.0
"('Ginny Weasley', 'Susan Bones')",0.06666666666666667
"('Ginny Weasley', 'Terry Boot')",0.13333333333333333
"('Ginny Weasley', 'Theodore Nott')",0.0
"('Ginny Weasley', 'Vincent Crabbe')",0.0
"('Ginny Weasley', 'Zacharias Smith')",0.0
"('Graham Pritchard', 'Adrian Pucey')",0.0
"('Graham Pritchard', 'Alicia Spinnet')",0.0
"('Graham Pritchard', 'Angelina Johnson')",0.0
"('Graham Pritchard', 'Anthony Goldstein')",0.0
"('Graham Pritchard', 'Blaise Zabini')",0.0
"('Graham Pritchard', 'C. Warrington')",0.0
"('Graham Pritchard', 'Cedric Diggory')",0.0
"('Graham Pritchard', 'Cho Chang')",0.0
"('Graham Pritchard', 'Colin Creevey')",0.0
"('Graham Pritchard', 'Cormac McLaggen')",0.0
"('Graham Pritchard', 'Dean Thomas')",0.0
"('Graham Pritchard', 'Demelza Robins')",0.0
"('Graham Pritchard', 'Dennis Creevey')",0.0
"('Graham Pritchard', 'Draco Malfoy')",0.0
"('Graham Pritchard', 'Eddie Carmichael')",0.0
"('Graham Pritchard', 'Eleanor Branstone')",0.0
"('Graham Pritchard', 'Ernie Macmillan')",0.0
"('Graham Pritchard', 'Euan Abercrombie')",0.0
"('Graham Pritchard', 'Fred Weasley')",0.0
"('Graham Pritchard', 'George Weasley')",0.0
"('Graham Pritchard', 'Ginny Weasley')",0.0
"('Graham Pritchard', 'Gregory Goyle')",0.0
"('Graham Pritchard', 'Hannah Abbott')",0.0
"('Graham Pritchard', 'Harry James Potter')",0.0
"('Graham Pritchard', 'Hermione Granger')",0.0
"('Graham Pritchard', 'Jimmy Peakes')",0.0
"('Graham Pritchard', 'Justin Finch-Fletchley')",0.0
"('Graham Pritchard', 'Katie Bell')",0.0
"('Graham Pritchard', 'Kevin Whitby')",0.0
"('Graham Pritchard', 'Lavender Brown')",0.0
"('Graham Pritchard', 'Leanne')",0.0
"('Graham Pritchard', 'Lee Jordan')",0.0
"('Graham Pritchard', 'Lucian Bole')",0.0
"('Graham Pritchard', 'Luna Lovegood')",0.0
"('Graham Pritchard', 'Malcolm Baddock')",0.0
"('Graham Pritchard', 'Mandy Brocklehurst')",0.0
"('Graham Pritchard', 'Marcus Belby')",0.0
"('Graham Pritchard', 'Marcus Flint')",0.0
"('Graham Pritchard', 'Michael Corner')",0.0
"('Graham Pritchard', 'Miles Bletchley')",0.0
"('Graham Pritchard', 'Millicent Bulstrode')",0.0
"('Graham Pritchard', 'Natalie McDonald')",0.0
"('Graham Pritchard', 'Neville Longbottom')",0.0
"('Graham Pritchard', 'Oliver Wood')",0.0
"('Graham Pritchard', 'Orla Quirke')",0.0
"('Graham Pritchard', 'Owen Cauldwell')",0.0
"('Graham Pritchard', 'Padma Patil')",0.0
"('Graham Pritchard', 'Pansy Parkinson')",0.0
"('Graham Pritchard', 'Parvati Patil')",0.0
"('Graham Pritchard', 'Penelope Clearwater')",0.0
"('Graham Pritchard', 'Percy Weasley')",0.0
"('Graham Pritchard', 'Peregrine Derrick')",0.0
"('Graham Pritchard', 'Roger Davies')",0.0
"('Graham Pritchard', 'Romilda Vane')",0.0
"('Graham Pritchard', 'Ronald Weasley')",0.0
"('Graham Pritchard', 'Rose Zeller')",0.0
"('Graham Pritchard', 'Seamus Finnigan')",0.0
"('Graham Pritchard', 'Stewart Ackerley')",0.0
"('Graham Pritchard', 'Susan Bones')",0.0
"('Graham Pritchard', 'Terry Boot')",0.0
"('Graham Pritchard', 'Theodore Nott')",0.0
"('Graham Pritchard', 'Vincent Crabbe')",0.0
"('Graham Pritchard', 'Zacharias Smith')",0.0
"('Gregory Goyle', 'Adrian Pucey')",0.0
"('Gregory Goyle', 'Alicia Spinnet')",0.0
"('Gregory Goyle', 'Angelina Johnson')",0.0
"('Gregory Goyle', 'Anthony Goldstein')",0.0
"('Gregory Goyle', 'Blaise Zabini')",0.0
"('Gregory Goyle', 'C. Warrington')",0.0
"('Gregory Goyle', 'Cedric Diggory')",0.0
"('Gregory Goyle', 'Cho Chang')",0.0
"('Gregory Goyle', 'Colin Creevey')",0.0
"('Gregory Goyle', 'Cormac McLaggen')",0.0
"('Gregory Goyle', 'Dean Thomas')",0.0
"('Gregory Goyle', 'Demelza Robins')",0.0
"('Gregory Goyle', 'Dennis Creevey')",0.0
"('Gregory Goyle', 'Draco Malfoy')",0.4
"('Gregory Goyle', 'Eddie Carmichael')",0.0
"('Gregory Goyle', 'Eleanor Branstone')",0.0
"('Gregory Goyle', 'Ernie Macmillan')",0.0
"('Gregory Goyle', 'Euan Abercrombie')",0.0
"('Gregory Goyle', 'Fred Weasley')",0.0
"('Gregory Goyle', 'George Weasley')",0.0
"('Gregory Goyle', 'Ginny Weasley')",0.0
"('Gregory Goyle', 'Graham Pritchard')",0.0
"('Gregory Goyle', 'Hannah Abbott')",0.0
"('Gregory Goyle', 'Harry James Potter')",0.0
"('Gregory Goyle', 'Hermione Granger')",0.0
"('Gregory Goyle', 'Jimmy Peakes')",0.0
"('Gregory Goyle', 'Justin Finch-Fletchley')",0.0
"('Gregory Goyle', 'Katie Bell')",0.0
"('Gregory Goyle', 'Kevin Whitby')",0.0
"('Gregory Goyle', 'Lavender Brown')",0.0
"('Gregory Goyle', 'Leanne')",0.0
"('Gregory Goyle', 'Lee Jordan')",0.0
"('Gregory Goyle', 'Lucian Bole')",0.0
"('Gregory Goyle', 'Luna Lovegood')",0.0
"('Gregory Goyle', 'Malcolm Baddock')",0.0
"('Gregory Goyle', 'Mandy Brocklehurst')",0.0
"('Gregory Goyle', 'Marcus Belby')",0.0
"('Gregory Goyle', 'Marcus Flint')",0.2
"('Gregory Goyle', 'Michael Corner')",0.0
"('Gregory Goyle', 'Miles Bletchley')",0.0
"('Gregory Goyle', 'Millicent Bulstrode')",0.0
"('Gregory Goyle', 'Natalie McDonald')",0.0
"('Gregory Goyle', 'Neville Longbottom')",0.0
"('Gregory Goyle', 'Oliver Wood')",0.0
"('Gregory Goyle', 'Orla Quirke')",0.0
"('Gregory Goyle', 'Owen Cauldwell')",0.0
"('Gregory Goyle', 'Padma Patil')",0.0
"('Gregory Goyle', 'Pansy Parkinson')",1.0
"('Gregory Goyle', 'Parvati Patil')",0.0
"('Gregory Goyle', 'Penelope Clearwater')",0.0
"('Gregory Goyle', 'Percy Weasley')",0.0
"('Gregory Goyle', 'Peregrine Derrick')",0.0
"('Gregory Goyle', 'Roger Davies')",0.0
"('Gregory Goyle', 'Romilda Vane')",0.0
"('Gregory Goyle', 'Ronald Weasley')",0.0
"('Gregory Goyle', 'Rose Zeller')",0.0
"('Gregory Goyle', 'Seamus Finnigan')",0.0
"('Gregory Goyle', 'Stewart Ackerley')",0.0
"('Gregory Goyle', 'Susan Bones')",0.0
"('Gregory Goyle', 'Terry Boot')",0.0
"('Gregory Goyle', 'Theodore Nott')",0.0
"('Gregory Goyle', 'Vincent Crabbe')",1.0
"('Gregory Goyle', 'Zacharias Smith')",0.0
"('Hannah Abbott', 'Adrian Pucey')",0.0
"('Hannah Abbott', 'Alicia Spinnet')",0.06666666666666667
"('Hannah Abbott', 'Angelina Johnson')",0.06666666666666667
"('Hannah Abbott', 'Anthony Goldstein')",1.0
"('Hannah Abbott', 'Blaise Zabini')",0.0
"('Hannah Abbott', 'C. Warrington')",0.0
"('Hannah Abbott', 'Cedric Diggory')",0.1111111111111111
"('Hannah Abbott', 'Cho Chang')",0.125
"('Hannah Abbott', 'Colin Creevey')",0.1111111111111111
"('Hannah Abbott', 'Cormac McLaggen')",0.0
"('Hannah Abbott', 'Dean Thomas')",0.07142857142857142
"('Hannah Abbott', 'Demelza Robins')",0.0
"('Hannah Abbott', 'Dennis Creevey')",0.1111111111111111
"('Hannah Abbott', 'Draco Malfoy')",0.0
"('Hannah Abbott', 'Eddie Carmichael')",0.0
"('Hannah Abbott', 'Eleanor Branstone')",0.0
"('Hannah Abbott', 'Ernie Macmillan')",1.0
"('Hannah Abbott', 'Euan Abercrombie')",0.0
"('Hannah Abbott', 'Fred Weasley')",0.058823529411764705
"('Hannah Abbott', 'George Weasley')",0.058823529411764705
"('Hannah Abbott', 'Ginny Weasley')",0.06666666666666667
"('Hannah Abbott', 'Graham Pritchard')",0.0
"('Hannah Abbott', 'Gregory Goyle')",0.0
"('Hannah Abbott', 'Harry James Potter')",0.125
"('Hannah Abbott', 'Hermione Granger')",0.047619047619047616
"('Hannah Abbott', 'Jimmy Peakes')",0.0
"('Hannah Abbott', 'Justin Finch-Fletchley')",1.0
"('Hannah Abbott', 'Katie Bell')",0.07692307692307693
"('Hannah Abbott', 'Kevin Whitby')",0.0
"('Hannah Abbott', 'Lavender Brown')",0.0
"('Hannah Abbott', 'Leanne')",0.0
"('Hannah Abbott', 'Lee Jordan')",0.09090909090909091
"('Hannah Abbott', 'Lucian Bole')",0.0
"('Hannah Abbott', 'Luna Lovegood')",0.08333333333333333
"('Hannah Abbott', 'Malcolm Baddock')",0.0
"('Hannah Abbott', 'Mandy Brocklehurst')",0.0
"('Hannah Abbott', 'Marcus Belby')",0.0
"('Hannah Abbott', 'Marcus Flint')",0.0
"('Hannah Abbott', 'Michael Corner')",0.0
"('Hannah Abbott', 'Miles Bletchley')",0.0
"('Hannah Abbott', 'Millicent Bulstrode')",0.0
"('Hannah Abbott', 'Natalie McDonald')",0.0
"('Hannah Abbott', 'Neville Longbottom')",0.07142857142857142
"('Hannah Abbott', 'Oliver Wood')",0.07142857142857142
"('Hannah Abbott', 'Orla Quirke')",0.0
"('Hannah Abbott', 'Owen Cauldwell')",0.0
"('Hannah Abbott', 'Padma Patil')",0.14285714285714285
"('Hannah Abbott', 'Pansy Parkinson')",0.0
"('Hannah Abbott', 'Parvati Patil')",0.0
"('Hannah Abbott', 'Penelope Clearwater')",0.0
"('Hannah Abbott', 'Percy Weasley')",0.1
"('Hannah Abbott', 'Peregrine Derrick')",0.0
"('Hannah Abbott', 'Roger Davies')",0.0
"('Hannah Abbott', 'Romilda Vane')",0.0
"('Hannah Abbott', 'Ronald Weasley')",0.047619047619047616
"('Hannah Abbott', 'Rose Zeller')",0.0
"('Hannah Abbott', 'Seamus Finnigan')",0.07142857142857142
"('Hannah Abbott', 'Stewart Ackerley')",0.0
"('Hannah Abbott', 'Susan Bones')",1.0
"('Hannah Abbott', 'Terry Boot')",0.875
"('Hannah Abbott', 'Theodore Nott')",0.0
"('Hannah Abbott', 'Vincent Crabbe')",0.0
"('Hannah Abbott', 'Zacharias Smith')",0.0
"('Harry James Potter', 'Adrian Pucey')",0.0
"('Harry James Potter', 'Alicia Spinnet')",0.38095238095238093
"('Harry James Potter', 'Angelina Johnson')",0.38095238095238093
"('Harry James Potter', 'Anthony Goldstein')",0.125
"('Harry James Potter', 'Blaise Zabini')",0.0
"('Harry James Potter', 'C. Warrington')",0.0
"('Harry James Potter', 'Cedric Diggory')",0.15
"('Harry James Potter', 'Cho Chang')",0.1
"('Harry James Potter', 'Colin Creevey')",0.045454545454545456
"('Harry James Potter', 'Cormac McLaggen')",0.0
"('Harry James Potter', 'Dean Thomas')",0.2727272727272727
"('Harry James Potter', 'Demelza Robins')",0.05
"('Harry James Potter', 'Dennis Creevey')",0.045454545454545456
"('Harry James Potter', 'Draco Malfoy')",0.0
"('Harry James Potter', 'Eddie Carmichael')",0.0
"('Harry James Potter', 'Eleanor Branstone')",0.0
"('Harry James Potter', 'Ernie Macmillan')",0.125
"('Harry James Potter', 'Euan Abercrombie')",0.0
"('Harry James Potter', 'Fred Weasley')",0.47619047619047616
